tot_loss, c_loss, reg_loss

0.589380209247 0.139308779289 0.00473354857105
acc = 0.937088888889
0.359478501355 0.136835822935 0.00543183692731
0.304048170696 0.134451438412 0.00592881325477
0.271346006269 0.132140733947 0.00635052155626
0.248895842085 0.129896287446 0.00672126617515
0.231900754571 0.12771039933 0.0070566119696
0.21703106751 0.125578158523 0.00735923767944
0.205425984797 0.123496503582 0.00764161181559
0.197232801095 0.121460140757 0.00790101802985
0.187785715448 0.119471773592 0.00815163790248
0.179747442007 0.117526064875 0.00839723112683
acc = 0.978198989899
0.171986950872 0.115618916998 0.00863035389067
0.16667665304 0.113756613657 0.008848942214
0.161907536325 0.111931037046 0.00906090332816
0.153846558506 0.110142568772 0.00927092612876
0.149844827106 0.108386482025 0.00947420042629
0.145758074733 0.106666190202 0.00966612525905
0.141178738425 0.104982704719 0.00985328618437
0.137336107108 0.103330753135 0.010029176961
0.133778504953 0.10170726005 0.0102035846903
0.130248000411 0.100113096895 0.0103730505131
acc = 0.982698989899
0.125994849304 0.0985501560196 0.0105412308344
0.124244718626 0.0970187698553 0.0107008335305
0.121587831788 0.0955135702963 0.0108542892321
0.1179721365 0.0940344208479 0.0110059822102
0.114295355814 0.0925838689009 0.0111584506712
0.112783853412 0.0911597183719 0.0113032074335
0.109481162988 0.0897580394149 0.0114440794584
0.10829166236 0.0883848207692 0.0115795125812
0.105861919833 0.087034721449 0.0117094817928
0.102626259066 0.0857076777269 0.0118391149662
acc = 0.984298989899
0.101229541513 0.0844017242764 0.0119671503299
0.0991016757612 0.0831201735015 0.0120897401807
0.096456063812 0.0818612428506 0.0122136244907
0.0953136249632 0.080622016949 0.012328216553
0.093848336873 0.0794052513316 0.0124430417704
0.0918349226192 0.0782121487831 0.0125555023039
0.0899968430897 0.0770391678438 0.0126654448143
0.0886258420472 0.0758841177076 0.0127719945585
0.0864571223905 0.0747481412316 0.0128697596987
0.0846505526205 0.0736332128569 0.0129751874289
acc = 0.984998989899
0.0832428699483 0.0725368948032 0.0130780958322
0.0823686963444 0.0714582411572 0.0131752584161
0.0808727309853 0.0704007700582 0.0132721573176
0.0794001469637 0.0693599972874 0.0133664986724
0.0765742072836 0.0683345105623 0.0134588440554
0.0761214480177 0.0673235558222 0.0135476880443
0.0753271314005 0.0663315461452 0.0136361127735
0.0744145664697 0.0653595222657 0.013717300732
0.0724714588001 0.0644043966879 0.0137988920805
0.0716627135004 0.0634642710164 0.01388221416
acc = 0.984498989899
0.0702419669988 0.06253905477 0.013962082526
0.0692498323073 0.061629091228 0.0140422387499
0.0684987170932 0.0607337174378 0.0141203401005
0.067300444593 0.0598531026455 0.0141948309044
0.0656561710437 0.0589880850104 0.0142684519446
0.0650620150318 0.0581356318668 0.0143410631688
0.0639621508308 0.0572986477179 0.0144143477191
0.0635324008825 0.0564779001847 0.014482847359
0.0617321707308 0.0556703929603 0.0145522611262
0.0614296330201 0.0548793504201 0.0146194597085
acc = 0.984898989899
0.0603429451771 0.0540981506743 0.0146859617857
0.0603027764025 0.0533303533432 0.0147499036603
0.0586134894192 0.0525763077351 0.0148129723128
0.0573594695888 0.0518318811307 0.014876515468
0.0568915725499 0.0511012318606 0.0149410174787
0.0568620636625 0.0503847002176 0.0150020161069
0.0553154489708 0.0496805198491 0.0150659116916
0.054619780605 0.048988057704 0.0151261548931
0.0535267816049 0.0483046597367 0.0151866553413
0.0528664086945 0.0476313773481 0.0152447359186
acc = 0.9857
0.0521652686596 0.0469701579399 0.0153037520917
0.0509412390366 0.0463167149822 0.0153610560081
0.0502787986584 0.0456755874182 0.0154194496774
0.0497237369232 0.0450435218525 0.0154778507367
0.0495332087825 0.0444233650528 0.0155312018159
0.048700951164 0.0438124144264 0.0155820878285
0.0477960314353 0.0432148382999 0.0156353047552
0.0472334523126 0.0426291334753 0.0156896573647
0.0467636465219 0.0420498132457 0.0157417425886
0.0456356565841 0.0414786131121 0.0157922270708
acc = 0.985597979798
0.044721132908 0.0409154977339 0.0158438829798
0.0446819870174 0.0403617757683 0.0158927261022
0.0439601412602 0.0398196751997 0.015940290615
0.0436547749241 0.03928573103 0.0159891247718
0.0427758262679 0.0387593226383 0.0160374287392
0.0421417985608 0.0382414085915 0.0160863032813
0.0415751387738 0.0377309200354 0.0161336950709
0.0412604591313 0.0372302663885 0.0161811345785
0.0403368613559 0.0367386447079 0.0162286569675
0.040032142289 0.0362534439315 0.0162763717305
acc = 0.986298989899
0.0391240346618 0.03577413346 0.0163221639736
0.038873806484 0.0353029508082 0.0163654090868
