tot_loss, c_loss, reg_loss

0.415404519811 0.125860978551 0.0820024067536
acc = 0.952496969697
0.256524354145 0.100418766526 0.0674356691167
0.201140633325 0.0811428718145 0.0624160050352
0.167234090591 0.0663250476805 0.0592838081221
0.141831975567 0.0548436720669 0.0564869089425
0.122961001744 0.045814046481 0.0536773132533
0.109184335743 0.0386643009633 0.0514217295373
0.0977153445904 0.0329825160435 0.0492381208887
0.0889744117732 0.0284150851611 0.0472966968144
0.0814115895703 0.0247356007465 0.0453787974765
0.0753407187512 0.0217358889151 0.0436592313771
acc = 0.980198989899
0.0705388247098 0.0192967934006 0.0421001424765
0.0664542673652 0.017305766341 0.0407280979554
0.062472677324 0.0156425222987 0.0392016876986
0.0591767496864 0.0142605654042 0.0378675244935
0.0561349550821 0.0130923976827 0.036546571056
0.0535658421616 0.0121079816467 0.0353529225724
0.0513227834863 0.0112745434077 0.0342319261904
0.0493424060072 0.0105652417134 0.0332009273085
0.0475767741166 0.00996032821635 0.0322455436364
0.0459793321354 0.00944138704023 0.0313489940111
acc = 0.9831
0.0445521835424 0.00899362060552 0.0305113464532
0.0432527063911 0.0086065708613 0.0297264388949
0.0420696669569 0.00827114650824 0.0289803132166
0.0409709914463 0.00797723436728 0.0282722231684
0.0399617186189 0.00771939006168 0.0276024401778
0.0390219318184 0.00749242613014 0.026961751484
0.0381382135364 0.00729133215034 0.026352122305
0.0373165072066 0.0071123489396 0.0257671711749
0.0365475195025 0.00695232728729 0.0252135712001
0.0358144663585 0.00680875005744 0.0246829760137
acc = 0.9826
0.035127416815 0.00667849661084 0.024173494031
0.0344780264578 0.00656068572775 0.0236912294229
0.0338773137238 0.00645332657577 0.0232328988363
0.0332994259677 0.0063558561999 0.0227944277196
0.0327534369659 0.00626621043698 0.0223723920931
0.0322367288421 0.00618467301906 0.0219718232999
0.0317371565942 0.00610900573355 0.0215832586493
0.0312824123011 0.00603967666083 0.0212217032537
0.0308344686062 0.00597528461056 0.0208696439986
0.0304076348028 0.0059151738688 0.0205327664626
acc = 0.9827
0.0300086319198 0.00585992794251 0.0202120230626
0.0296283004868 0.00580817017471 0.0199050484939
0.0292544337797 0.00575945801179 0.0196074569132
0.0289109993353 0.00571421810426 0.0193289915379
0.0285789117372 0.00567178755611 0.0190603295403
0.0282566808847 0.00563167531819 0.0188004133881
0.0279556700774 0.00559418913365 0.0185540319482
0.0276720257538 0.00555889143453 0.0183220875232
0.027389518035 0.00552544889661 0.018093505986
0.0271249607454 0.0054940825662 0.0178761403635
acc = 0.9828
0.0268757821868 0.00546454220079 0.0176709926066
0.0266319656031 0.00543649920806 0.0174728936826
0.0264017014578 0.00540994990772 0.0172821494471
0.0261811288074 0.00538462486506 0.0170996818878
0.0259670549041 0.00536065229836 0.0169250064095
0.025763655367 0.00533775367153 0.0167570823121
0.0255651997495 0.00531632884328 0.0165949622355
0.025379034138 0.00529549831524 0.0164407778842
0.0251983466744 0.0052759806804 0.016292029315
0.025027894685 0.005257257078 0.0161518240875
acc = 0.9833
0.0248581261591 0.00523925547876 0.0160139113634
0.0246976067343 0.00522212678644 0.0158825950371
0.0245448320049 0.00520566334638 0.0157555452439
0.0243951874475 0.00518975983374 0.0156349410194
0.0242566922959 0.00517499877606 0.0155203418527
0.0241140591167 0.00516028529732 0.0154050710564
0.0239893626142 0.00514664823422 0.0153002704385
0.0238616339179 0.00513361252767 0.0151982708927
0.0237401365365 0.00512058875834 0.0150975204833
0.0236257731325 0.00510851797182 0.0150045299685
acc = 0.9835
0.0235121005028 0.00509650044066 0.0149113162933
0.0234036213284 0.0050850536876 0.0148236042494
0.0232986876772 0.00507414632011 0.0147386460425
0.0231969621591 0.00506384570772 0.0146555511653
0.0230982585531 0.00505319184546 0.0145773800416
0.0230009936976 0.00504341645399 0.0144989575896
0.0229133117789 0.00503384937067 0.0144265606565
0.0228236428245 0.0050250688009 0.014356304033
0.0227417066072 0.00501589541712 0.0142887935042
0.0226612894206 0.00500746648836 0.0142244638798
acc = 0.984
0.0225794420919 0.00499917910279 0.0141590283439
0.0225046017269 0.00499145890198 0.0140990085294
0.0224307956205 0.00498389865194 0.0140404747132
0.0223545797573 0.00497616549566 0.0139822739627
0.0222878926589 0.0049688665367 0.0139265697527
0.0222164652403 0.00496181654433 0.013872808769
0.0221586253556 0.00495513689316 0.0138232057526
0.0220942008806 0.00494886904955 0.0137745692115
0.0220295235049 0.00494247336484 0.0137235481432
0.0219746583172 0.00493642913721 0.01367869483
acc = 0.9838
0.0219142549423 0.0049305636296 0.0136324480052
0.0218576063837 0.00492483578545 0.0135900897719
0.0218034878466 0.00491896033753 0.0135462263413
0.0217527717631 0.00491334441196 0.0135064483667
0.0217029273883 0.00490818449063 0.0134673487224
0.0216524147522 0.00490309526678 0.0134287174993
0.0216015483004 0.00489813676104 0.0133913723162
0.0215590351975 0.00489312061652 0.0133555723323
0.021511866947 0.00488848924792 0.013320853645
0.021465695342 0.00488385273066 0.0132854757287
acc = 0.9838
0.0216577267523 0.00488279976416 0.0130264916628
0.0213605432585 0.00487989583053 0.0129417446939
0.0212700824998 0.00487686290018 0.0128965251334
0.0212090799275 0.00487385874925 0.012869867965
0.0211608035179 0.00487088556169 0.0128504327995
0.0211201767623 0.00486794623934 0.0128344080551
0.0210841872605 0.00486503974224 0.0128201593086
0.0210519855128 0.00486216297839 0.0128072434633
0.0210221245637 0.00485933186021 0.0127951067965
0.0209948342759 0.00485655097291 0.0127836452176
acc = 0.986698989899
0.0209692609124 0.00485378874776 0.0127727715454
0.0209452184476 0.00485106869057 0.012762381242
0.0209226443929 0.00484838287812 0.0127524806761
0.0209009765182 0.0048457266336 0.0127428541224
0.0208807377145 0.00484312116712 0.01273366396
0.0208610472735 0.00484052911556 0.0127247824691
0.0208424297565 0.00483796961994 0.0127161160329
0.0208245155339 0.00483545775292 0.0127076928783
0.0208073469158 0.00483296875454 0.0126995499634
0.0207905922861 0.00483049922623 0.012691695521
acc = 0.986898989899
0.0207745450487 0.00482806557169 0.0126840115121
0.0207592500094 0.00482565176596 0.0126765254435
0.0207442637378 0.00482327379209 0.0126691274376
0.0207297997487 0.00482092660774 0.0126619588987
0.0207156388834 0.00481861174107 0.0126549702914
0.0207022144087 0.00481632378806 0.0126481227825
0.0206888901349 0.00481404504273 0.0126413777471
0.0206759084544 0.00481180061043 0.0126348242164
0.0206633283105 0.00480958859824 0.0126283095762
0.020651410905 0.00480739593972 0.0126219956453
acc = 0.986798989899
0.0206391916859 0.00480522470161 0.0126157843663
0.0206274627801 0.0048030769499 0.0126095681917
0.0206162334358 0.00480095620267 0.0126035971303
0.0206050932842 0.0047988581541 0.012597614401
0.0205941065773 0.00479679267465 0.0125918210795
0.020583578106 0.00479473228023 0.0125860983102
0.0205729934822 0.004792716826 0.0125803994869
0.020562754736 0.00479069687504 0.0125748298053
0.0205527056102 0.00478868274949 0.0125693265023
0.0205429302094 0.00478672268412 0.012563870276
acc = 0.987098989899
0.0205334781638 0.00478476201262 0.0125587003181
0.0205237962864 0.0047828236199 0.0125534573415
0.0205147045137 0.00478090061185 0.0125482327491
0.0205055287542 0.00477899561869 0.0125431457131
0.0204963907879 0.00477711620197 0.0125380670667
0.0204877284852 0.00477523699015 0.0125331570146
0.0204789807089 0.00477338819765 0.0125281405061
0.0204703818945 0.00477154236597 0.0125233298587
0.0204619852329 0.00476970387623 0.0125185203537
0.02045380145 0.00476790349387 0.0125137482087
acc = 0.986998989899
0.0204456300288 0.00476612057226 0.0125090549064
0.0204373439867 0.00476433963903 0.0125044233709
0.0204297509665 0.00476257991201 0.0124997647107
0.020421829295 0.00476083621305 0.0124952655891
0.0204140007682 0.00475910629922 0.0124907703403
0.0204064127617 0.00475738879293 0.0124863126579
0.0203991213534 0.00475570332026 0.0124819708491
0.0203916768823 0.00475401012305 0.0124776275254
0.0203844313696 0.00475233495003 0.0124733249967
0.0203772897491 0.00475068506009 0.0124690788441
acc = 0.987098989899
0.0203700324148 0.00474903474562 0.0124648042365
0.0203627488079 0.00474740777941 0.0124605566775
0.0203561110888 0.00474580485917 0.0124565155773
0.0203489747054 0.00474419255586 0.0124524104937
0.0203424496483 0.00474259979169 0.0124483418154
0.0203356503788 0.0047410165503 0.0124443061029
